ID,scopus_name,scopus_id,grad_year
"Ali, Mukhtar M.;University of Wisconsin, Madison;1969","Ali, Mukhtar M.",57010598300,1969
"Aliber, Robert Z.;Yale University;1962","Aliber, Robert Z.",6506399081,1962
"Aliprantis, C. D. Roko;California Institute of Technology;1973","Aliprantis, Charalambos D.",6701428640,1973
"Alix-Garcia, Jennifer;University of California, Berkeley;2005","Alix-Garcia, Jennifer M.",23488003400,2005
"Alkhafaji, Abbass F.;University of Texas, Dallas;1984","Alkhafaji, Abbass F.",6506804747,1984
"Allan, Peter;New York University;1969","Allan, Peter",55660982100,1969
"Allen, Arthur C.;University of Alabama;1989","Allen, Arthur C.",36804213100,1989
"Allen, Benjamin;University of Illinois;1974","Allen, Benjamin J.",57190895049,1974
"Allen, Beth Elaine;University of California, Berkeley;1978","Allen, Beth E.",7401698136,1978
"Allen, Billie Morgan;University of North Texas;1986","Allen, Bill Morgan",7401698206,1986
"Allen, Bruce T.;Cornell University;1965","Allen, Bruce H.",36779332500,1965
"Allen, Charles L.;University of Arkansas;1978","Allen, Charles L.",57189424015,1978
"Allen, Cheryl L.;University of Georgia;1998","Allen, Cheryl L.",57190288269,1998
"Allen, David E.;University of Utah;1974","Allen, David",55254016200,1974
"Allen, David S.;Virginia Polytechnic Institute and State University;1988","Allen, David S.",55457405300,1988
"Allen, Douglas B.;University of Michigan;1991","Allen, Douglas B.",51461109800,1991
"Allen, Franklin H.;University of Oxford;1980","Allen, Franklin",7102515412,1980
"Allen, Grace C.;University of South Carolina;1991","Allen, Grace",56669237500,1991
"Allen, Grace;University of South Carolina;1991","Allen, Grace",56669237500,1991
"Allen, Jeffrey W.;Purdue University;1994","Allen, Jeffrey W.",55477906700,1994
"Allen, John William;University of Illinois;1967","Allen, John",57196688734,1967
"Allen, Linda;New York University;1984","Allen, Linda",7401630953,1984
"Allen, Marcus T.;University of Georgia;1992","Allen, Marcus Tim",7404105651,1992
"Allen, Mary F.;Washington State University;2000","Allen, Mary F.",9840260000,2000
"Allen, Polly R.;Brown University;1970","Allen, Polly Reynolds",56315156300,1970
"Allen, Ralph C.;Georgia State University;1981","Allen, Ralph C.",8089222200,1981
"Allen, Richard;University of Pittsburgh;1998","Allen, Richard S.",35554209700,1998
"Allen, Robert D.;Michigan State University;1992","Washington-Allen, Robert A.",6506451470,1992
"Allen, Robert F.;Michigan State University;1969","Allen, Robert F.",7404225419,1969
"Allen, Robert W.;University of California, Irvine;1978","Allen, Rob",8063979100,1978
"Allen, Roy E.;University of California, Berkeley;1983","Allen, Roy Evan",34167492100,1983
"Allen, Sam;University of Arizona;2004","Allen, Samuel K.",35097068700,2004
"Allen, Stephen;Missouri University of Science and Technology;1989","Allen, Stephen",56954133900,1989
"Allen, Steven G.;Harvard University;1978","Allen, Steven G.",15077848100,1978
"Allen, Stuart D.;University of Virginia;1977","Allen, Stuart D.",7403050031,1977
"Allen, Stuart;University of Minnesota;1965","Allen, Stuart J.",7403049774,1965
"Allen, Thomas J.;Massachusetts Institute of Technology;1966","Allen, Thomas J.",7401969674,1966
"Allen, W. Bruce;Northwestern University;1969","Allen, W. Bruce",7401854497,1969
"Allen, W. David;University of Arkansas;1994","Allen, W. David",56266317600,1994
"Allen, William;University of Florida;1975","Allen, William T.",7401854772,1975
"Alles, Michael G.;Stanford University;1991","Alles, Michael G.",7003427663,1991
"Allgood, Sam;University of Georgia;1993","Allgood, Sam",6601996174,1993
"Alli, Kasim L.;Georgia State University;1989","Alli, Kasim L.",6508288293,1989
"Allinson, Christopher W.;Leeds University;1983","Allinson, Christopher W.",6701712212,1983
"Allison, Robert J.;University of Colorado;1966","Allison, Robert J.",7101890569,1966
"Alm, James R.;University of Wisconsin, Madison;1980","Alm, James R.",7004855546,1980
"Alm, James;University of Wisconsin, Madison;1980","Alm, James R.",7004855546,1980
"Almaney, Adnan J.;Indiana University;1967","Almaney, Adnan J.",57189165964,1967
"Almazan, Andres;Massachusetts Institute of Technology;1996","Almazan, Andres",7004279197,1996
"Almeida, H.;University of Chicago;2000","Almeida, Heitor V.",7006030950,2000
"Almeida, Heitor;University of Chicago;2000","Almeida, Heitor V.",7006030950,2000
"Almer, Elizabeth Dreike;Arizona State University;1996","Almer, Elizabeth Dreike",6507406821,1996
"Almon, Clopper Jr.;Harvard University;1962","Almon, Clopper",6506117260,1962
"Almond, Douglas;University of California, Berkeley;2002","Almond, Douglas",21741974200,2002
"AlNajjar, Fouad K.;University of Strathclyde;1986","Alnajjar, Fouad K.",22936825500,1986
"Alnasrawi, Abbas;Harvard University;1965","Alnasrawi, Abbas",7801308758,1965
"Alonso, Irasema;University of Minnesota;1993","Alonso, Irasema",7006334501,1993
"Alonso, Irma T. de;University of York;1969","Tirado de Alonso, Irma G.",6507124122,1969
"Alonzi, Peter;University of Iowa","Alonzi, Loreto Peter",26429072800,
"Alpanda, Sami;University of Minnesota;2004","Alpanda, Sami",34969092100,2004
"Alper, Emre;Georgetown University;1995","Alper, C. Emre",7102619980,1995
"Alper, Neil O.;University of Pittsburgh;1977","Alper, Neil O.",16462138500,1977
"Alpert, William T.;Columbia University;1979","Alpert, William T.",24790146500,1979
"Alse, Jahardhanan;University of Wisconsin, Madison;1993","Alse, Janardhanan A.",7801467241,1993
"Alston, Lee;University of Washington;1978","Alston, Lee J.",57207558531,1978
"Alston, Richard M.;Cornell University;1970","Alston, Richard M.",7006798361,1970
"Alt, Frank B.;Georgia Institute of Technology;1977","Alt, Frank B.",7202109853,1977
"Alti, Aydogan;Carnegie Mellon University;2002","Alti, Aydoĝan",8665324800,2002
"Altinkemer, Kemal;University of Rochester;1987","Altinkemer, Kemal",6602472073,1987
"Altinkilic, Oya;Virginia Polytechnic Institute and State University;2001","Altınkılıç, Oya",6506688885,2001
"Altman, Edward I.;University of California, Los Angeles;1967","Altman, Edward I.",35883941800,1967
"Altman, Stanley M.;Brookpol;1967","Altman, Stanley M.",7103152976,1967
"Altmann, James L.;University of Wisconsin, Madison;1978","Altmann, James L.",7006188644,1978
"Altonji, Joseph G.;Princeton University;1981","Altonji, Joseph G.",6602414825,1981
"Altshuler, Rosanne;University of Pennsylvania;1988","Altshuler, Rosanne",6602099638,1988
"Altunbas, Yener;Bangor University;2002","Altunbaş, Yener",57208464443,2002
"Alutto, Joseph A.;Cornell University;1968","Alutto, Joseph A.",7801467257,1968
"Alvarez de Mon, Santiago;University of Salamanca","Álvarez de Mon, Santiago",57192174680,
"Alvarez, Fernando;University of Minnesota;1994","Álvarez, Fernando E.",36781806900,1994
"Alvayay, Jaime R.;University of Georgia;1985","Alvayay, Jaime R.",10045431200,1985
"Alves, Jeffrey;University of Massachusetts;1987","Alves, Jeffrey R.",57191081810,1987
"Alvi, Eskander;Johns Hopkins University;1985","Alvi, Eskander",6602350004,1985
"Aly, Hassan;Southern Illinois University;1986","Aly, Hassan Youssef",7006231932,1986
"Aly, Ibrahim M.;University of North Texas;1986","Aly, Ibrahim",57189170517,1986
"Aly, Nael;University of Oklahoma;1985","Aly, Nael A.E.",7003904852,1985
"Amacher, Ryan C.;University of Virginia;1971","Amacher, Ryan C.",6506920171,1971
"Amador, Manuel;Massachusetts Institute of Technology;2003","Amador, Manuel",35291427000,2003
"Amann, Robert J.;Virginia Polytechnic Institute and State University;1985","Amann, Robert J.",57189190773,1985
"Amar, Amar D.;CUNY;1980","Amar, A. D.",7102728224,1980
"Amaral, Pedro;University of Minnesota;2002","do Amaral, Pedro Vasconcelos Maia",57219998954,2002
"Amarante, Massimiliano;Massachusetts Institute of Technology;1999","Amarante, Massimiliano",56230517900,1999
"Amariglio, Jack;University of Massachusetts;1984","Amariglio, Jack",16678338600,1984
"Amat, Oriol;University of Barcelona","Amat, Oriol",8400651600,
"Amato, Louis;University of South Carolina;1980","Amato, Louis H.",7005080775,1980
"Amatucci, Frances M.;University of Pittsburgh;1990","Amatucci, Frances M.",22333308400,1990
"Ambrose, Brent W.;University of Georgia;1989","Ambrose, Brent William",7006834427,1989
"Ambrose, Jan M.;University of Pennsylvania;1994","Ambrose, Jan M.",7102959495,1994
"Ambrose, Maureen;University of Illinois;1986","Ambrose, Maureen L.",57207895355,1986
"Amburgey, Terry;Stanford University;1982","Amburgey, Terry L.",35232285800,1982
"Ameen, Elsie C.;University of South Carolina;1989","Ameen, Elsie C.",6508201511,1989
"Amemiya, Takeshi;Johns Hopkins University;1964","Amemiya, Takeshi",24569108400,1964
"Amenkhienan, Felix E.;University of Mississippi;1984","Amenkhienan, Felix",55290244800,1984
"Amer, Tarek S.;Ohio State University;1989","Amer, Tarek S.",35363646500,1989
"Amershi, Amin H.;University of British Columbia;1979","Amershi, Amin H.",24323734300,1979
"Ames, Michael;Claremont McKenna College;1971","Ames, Michael D.",8657449000,1971
"Amihud, Yakov;New York University;1975","Amihud, Yakov",6602730596,1975
"Amin-Gutierrez de Pineres, S;Duke University;1992","De Piñeres, Sheila Amin Gutiérrez",6506364844,1992
"Amin, M. Ruhul;University of Akron;1985","Amin, Ruhul",57210228243,1985
"Amin, Shahina;University of Illinois;1997","Amin, Shahina",7201844899,1997
"Amir, Eli;University of California, Berkeley;1991","Amir, Eli",7004440694,1991
"Amir, Rabah;University of Illinois","Amir, Rabah",7005008489,
"Amira, Khaled;George Washington University","Amira, Khaled",36010306500,
"Amiri, Ali;Ohio State University","Amiri, Ali",7003922882,
"Amit, Raphael;Northwestern University;1977","Amit, Raphael",7004998175,1977
"Amitava, Chatterjee;University of Mississippi;1992","Chatterjee, Amitava",55729344600,1992
"Amlie, Thomas T.;University of Maryland, College Park;1996","Amlie, Thomas T.",55376805500,1996
"Ammar, Salwa;University of Florida;1987","Ammar, Salwa H.",7006859016,1987
"Ammermann, Peter;University of Virginia;1999","Ammermann, Peter A.",6506572603,1999
"Ammons, Janice L.;University of Michigan;1994","Ammons, Janice L.",55335295000,1994
"Amoako-Adu, Ben;University of Toronto;1981","Amoako-Adu, Ben",6505820674,1981
"Amoako-Gyampah, Kwasi;University of Cincinnati;1990","Amoako-Gyampah, Kwasi",6603851103,1990
"Amoateng, Kofi A. D.;University of Texas at Austin;1986","Amoateng, Kofi A.",6505823721,1986
"Amoateng, Kofi;University of Texas at Austin;1986","Amoateng, Kofi A.",6505823721,1986
"Amon, Okpala;Louisiana State University;1984","Okpala, Amon O.",6603020937,1984
"Amoruso, Anthony J.;University of Georgia;1999","Amoruso, Anthony J.",34975103300,1999
"Amos, Orley M. Jr.;Iowa State University;1979","Amos, Orley M.",6602353893,1979
"Amott, Teresa Louise;Boston College;1980","Amott, Teresa L.",57216941852,1980
"Amponsah, William A.;Ohio State University;1991","Amponsah, William A.",6507159755,1991
"Amsden, Robert;Rutgers University;1969","Amsden, Robert L.",57188886753,1969
"Amsler, Christine E.;University of Pennsylvania;1980","Amsler, Christine E.",7005239201,1980
"Amuedo-Dorantes, Catalina;Western Michigan University;1998","Amuedo-Dorantes, Catalina",6701745549,1998
"An, Galina;University of Colorado;2004","An, Galina",8397447900,2004
"An, Mark;Cornell University;1993","An, Mark Yuying",36808426800,1993
"Anagnostopoulos, Alexis;University of London","Anagnostopoulos, Alexis",23026744600,
"Anand, Amber;CUNY, Baruch College;2001","Anand, Amber",8688457500,2001
"Anand, Bharat;Princeton University;1994","Anand, Bharat N.",7102357769,1994
"Anand, Jaideep;University of Pennsylvania;1994","Anand, Jaideep (Jay)",7006185831,1994
"Anandarajan, Asokan;1995","Anandarajan, Asokan A.",7801309007,1995
"Anandarajan, Asokan;Drexel University;1994","Anandarajan, Asokan A.",7801309007,1995
"Anandarajan, Asokan;Drexel University;1995","Anandarajan, Asokan A.",7801309007,1995
"Anantharaman, Sekhar;University of Central Florida;1996","Anantharaman, Sekhar",56246596800,1996
"Anas, Alex;University of Pennsylvania;1975","Anas, Alex",7003676897,1975
"Anastasopoulos, Petros;The New School;1984","Anastasopoulos, Petros G.",24323725800,1984
"Anbarci, Nejat M.;University of Iowa;1988","Anbarci, Nejat",8531365300,1988
"Ancil, Ralph;Michigan State University","Ancil, Ralph",57191910702,
"Ancona, Deborah G.","Ancona, Deborah Gladstein",7003625866,
"Anctil, Regina M.;University of Minnesota;1993","Anctil, Regina M.",25123560400,1993
"Anderlini, Luca;Cambridge University;1997","Anderlini, Luca",6603125128,1997
"Anders, Gary;University of Notre Dame;1979","Anders, Gary C.",7102153681,1979
"Anders, Susan B.;Texas Tech University;1998","Anders, Susan B.",22936861200,1998
"Andersen, Theodore A.;University of Wisconsin, Madison;1949","Andersen, Theodore A.",24747640700,1949
"Andersen, Torben G.;Yale University;1992","Andersen, Torben G.",7201524371,1992
"Anderson, Anne;University of Arizona;2003","Anderson, Anne M.",16642010800,2003
"Anderson, B. Wylie;University of Iowa;1973","Anderson, B. Wylie",56321786900,1973
"Anderson, B.;Auburn University;1999","Anderson, William L.",55472784900,1999
"Anderson, Bonnie B.;Carnegie Mellon University;2001","Anderson, Bonnie Brinton",36986090000,2001
"Anderson, Carl R.;Pennsylvania State University;1974","Anderson, Carl Raymond",26643257500,1974
"Anderson, Charles E.;Stanford University;1975","Anderson, Charles",55453386200,1975
"Anderson, Chris;University of Pittsburgh;1995","Anderson, Christopher W.",55453384400,1995
"Anderson, Curtis L.;University of Wyoming;1981","Anderson, Curt L.",55453379500,1981
"Anderson, David A.;Duke University;1992","Anderson, David A.",57189018419,1992
"Anderson, Donna M.;Michigan State University;1993","Anderson, Donna",8950975400,1993
"Anderson, Douglas;Harvard University","Anderson, Douglas D.",56247243200,
"Anderson, Dwight C.;University of Alabama;1974","Anderson, Dwight C.",7410018979,1974
"Anderson, Edward G. Jr.;Massachusetts Institute of Technology;1997","Anderson, Edward G.",35611839300,1997
"Anderson, Elizabeth A.;University of Houston;1992","Anderson-Fletcher, Elizabeth A.",7402008741,1992
"Anderson, Eric E.;University of Washington;1984","Anderson, Eric E.",56110895000,1984
"Anderson, Evan E.;Cornell University;1970","Anderson, Evan E.",7402008797,1970
"Anderson, Evan W.;University of Chicago;1998","Anderson, Evan W.",35353918000,1998
"Anderson, Evan;University of Chicago;1998","Anderson, Evan W.",35353918000,1998
"Anderson, Gary A.;University of Illinois;1976","Anderson, Gary A.",7404222528,1976
"Anderson, Gary M.;George Mason University;1987","Anderson, Gary M.",7404223669,1987
"Anderson, Hamish D.;Massey University;2004","Anderson, Hamish D.",14062990700,2004
"Anderson, James A.;Washington University in St. Louis;1973","Anderson, James A.",56137334900,1973
"Anderson, James E.;University of Wisconsin, Madison;1969","Anderson, James E.",56876003500,1969
"Anderson, Joan B.;University of California, San Diego;1971","Anderson, Joan B.",7406782949,1971
"Anderson, John C..;University of Tennessee;1987","Anderson, John C.",55547123507,1987
"Anderson, John E. Jr.;Ohio State University;1957","Anderson, John E.",55605772139,1957
"Anderson, John E.;Claremont McKenna College;1977","Anderson, John E.",14819067500,1977
"Anderson, John J.;University of Wisconsin, Madison;1967","Anderson, John J.",56137373500,1967
"Anderson, John Michael;North Carolina A&T State University;1977","Anderson, John Michael",56137360800,1977
"Anderson, Kathryn H.;North Carolina A&T State University;1978","Anderson, Katherine",36986484000,1978
"Anderson, Kenneth E.;Indiana University;1983","Anderson, Kenneth E.",55455203800,1983
"Anderson, Kenneth;University of Nebraska;1988","Anderson, Kenneth S.",55455197300,1988
"Anderson, Kim L.;University of Pittsburgh;1994","Anderson, Kim",55574191323,1994
"Anderson, Kirsten L.;Ohio State University;1997","Anderson, Kirsten L.",55455197100,1997
"Anderson, Lane K.;University of Wisconsin, Madison;1970","Anderson, Lane K.",24403244400,1970
"Anderson, Lee G.;University of Washington;1970","Anderson, Lee G.",7403741162,1970
"Anderson, Leslie P.;University of Wisconsin, Madison;1960","Anderson, Leslie P.",57189672513,1960
"Anderson, Lisa;University of Virginia;1994","Anderson, Lisa R.",7403741723,1994
"Anderson, Mark C.;University of Florida;1996","Anderson, Mark C.",57225929318,1996
"Anderson, Matthew J.;Michigan State University;1982","Anderson, Matthew J.",55472558400,1982
"Anderson, Michael A.;University of Wisconsin, Madison;1990","Anderson, Michael L.",55472538200,1990
"Anderson, Michael H.;Indiana University;1990","Anderson, Michael H.",55472538800,1990
"Anderson, Patricia M.;Princeton University;1991","Anderson, Patricia M.",35496881800,1991
"Anderson, Patricia Mary;Princeton University;1991","Anderson, Patricia M.",35496881800,1991
"Anderson, Peggy;University of Illinois;1970","Anderson, Peggy",7404423915,1970
"Anderson, Philip C.;Columbia University;1988","Anderson, Phillip C.",7404424070,1988
"Anderson, Philip H.;University of Minnesota;1975","Anderson, Philip H.",57198985860,1975
"Anderson, Richard K.;Purdue University;1976","Anderson, Richard K.",57200916566,1976
"Anderson, Richard T.;CUNY;1991","Anderson, Richard",35415047400,1991
"Anderson, Robert L.;University of North Texas;1970","Anderson, Robert L.",55492824900,1970
"Anderson, Robert L.;University of North Texas;1971","Anderson, Robert L.",55492824900,1971
"Anderson, Robert M.;Yale University;1977","Anderson, Robert M.",57193254251,1977
"Anderson, Ronald;Texas A&M University;1998","Anderson, Ronald C.",55492812500,1998
"Anderson, Ronald;University of Michigan;1976","Anderson, Ronald C.",55492812500,1976
