dep,name,rank,area,degree,grad_year,school,since,annotation
Fairleigh Dickinson Univ,"Denming, Karen",Assoc,,PHD,86,Pittsburgh,,
Fairleigh Dickinson Univ,"Kessler, Adam",Assoc,ACDE,PHD,78,NYU,,
Fairleigh Dickinson Univ,"Kjetsaa, Richard W.",Assoc,AEG,PHD,85,Fordham,,
Fairleigh Dickinson Univ,"Oseghale, Braimoh D.",Assoc,F,PHD,89,Temple,1994,
Fairleigh Dickinson Univ,"Kiernan, Joseph J.",Asst,AEG,PHD,80,Fordham,9-70,
Fairleigh Dickinson Univ,"Farias, Christine",Lect,,PHD,97,Tx Tech,,
Fairmont State College,"Schaupp, Rebecca",C-Pr,,EDD,,W Virginia,1984,
Fairmont State College,"Khalil, Mohamad",C-Pr,CF,PHD,88,W Virginia,1988,
Fairmont State College,"Alshallah, Mohamed",Assoc,AD,MBA,,Bridgepr,1988,
Fayetteville State Univ,"Davis, Charles H.",Dean,Mktg,PHD,81,Tennessee,1993,
Fayetteville State Univ,"Nijhawan, Inder P.",C-Pr,,PHD,71,N Carol,,
Fayetteville State Univ,"Jonsson, Petur O.",Prof,,PHD,86,Penn St,,
Fayetteville State Univ,"Miah, Fazlul",Prof,,,,Wayne St,2002,
Fayetteville State Univ,"Okpala, Amon O.",Prof,,PHD,84,LSU,1984,
Fayetteville State Univ,"Wane, Abdoul",Prof,,,,S Illinois,2003,
Ferris State University,"Nicol, David M.",Dean,Mgt,PHD,94,Houston,2001,
Ferris State University,"El-Saidi, Mohammed A.",H-Pr,Mgt,PHD,86,Memphis,1986,
Ferris State University,"Afifi, Ashraf S.",Prof,ADH,PHD,83,Kansas,1980,
Ferris State University,"Ferdowsi, Abdollah",Prof,,PHD,82,Mich St,1984,
Ferris State University,"McLean, Roy",Asst,,PHD,95,S Carol,2001,
University of Findlay,"Alex, Theodore C.",Dean,,PHD,87,Arkansas,1992,
University of Findlay,"Mathern, Dennis C.",D-Pr,Mktg,PHD,98,Bowl Gr,1988,
University of Findlay,"Gupta, Shiv K.",Prof,AJ,DBA,83,London,1983,
University of Findlay,"Arburn, Gregory W.",Asst,,PHD,92,Clemson,2000,
University of Findlay,"Gamba, Maria V.",Asst,AD,MS,88,Wright St,1988,
Fisk University,"Cambronero, Alfredo",C-As,DOE,PHD,92,Vanderbilt,1992,
Fitchburg State College,"Turk, Michael",C-Ac,,PHD,76,Harvard,1982,
Fitchburg State College,"Wiegersma, Nancy A.",Prof,,PHD,76,Maryland,1979,
Fitchburg State College,"Lwamugira, Pirudas L.",Assoc,,PHD,90,Temple,1991,
University of Florida,"Kraft, John L.",Dean,,PHD,71,Pittsburgh,1990,
University of Florida,"Hamilton, Johnathan H.",C-Pr,HRD,PHD,82,MIT,1984,
University of Florida,"Berg, Sanford V.",Prof,T,PHD,70,Yale,1971,Exec Dir Public Utility Research Ctr;Public Utilities & Distinguished Serv Pr
University of Florida,"Blair, Roger Duncan",Prof,KT,PHD,68,Mich St,1970,Huber Hurst Professor of Business and Legal Studies
University of Florida,"Denslow, David A. Jr.",Prof,EH,PHD,74,Yale,1970,Distinguished Service Professor
University of Florida,"Dinopoulos, Elias",Prof,FO,PHD,85,Columbia,1988,
University of Florida,"Kenny, Lawrence W.",Prof,DHJ,PHD,77,Chicago,1975,
University of Florida,"Romano, Richard E.",Prof,THOD,PHD,82,Pittsburgh,1982,Gerald L. Gunter Professor
University of Florida,"Rush, Mark",Prof,EF,PHD,82,Rochester,1982,
University of Florida,"Sappington, David A.",Prof,TD,PHD,80,Princeton,1989,Lanzillotti-McKethan Eminent Scholar; Dir Public Policy Research Center
University of Florida,"Slutsky, Steven M.",Prof,DH,PHD,75,Yale,1984,
University of Florida,"Smith, Stanley K.",Prof,J,PHD,76,Michigan,1976,"Director, Bureau of Economic and Business Research"
University of Florida,"West, Carol Taylor",Prof,RQC,PHD,74,Michigan,1989,
University of Florida,"Ai, Chunrong",Assoc,CT,PHD,90,MIT,1994,
University of Florida,"Bomberger, William A.",Assoc,,PHD,73,Brown,1977,
University of Florida,"Figlio, David N.",Assoc,HI,PHD,95,Wisconsin,1998,Knight-Ridder Professor
University of Florida,"Waldo, Douglas G.",Assoc,EFO,PHD,80,N Carol,1981,
University of Florida,"Xu, Bin",Assoc,FO,PHD,95,Columbia,1995,
University of Florida,"Werner, Megan",Asst,CHQ,PHD,94,Ca-SnDgo,1994,
Florida A&M University,"Rivers, Larry E.",Dean,,PHD,,,,
Florida A&M University,"Oguledo, Victor I.",C-Pr,FL,PHD,89,Nebraska,1990,
Florida A&M University,"Burggraf, Shirley",Prof,CE,PHD,68,Case Wes,1968,
Florida A&M University,"Daniels, Rudolph",Prof,DJQ,PHD,80,Fla St,1977,
Florida A&M University,"Bierhanzl, Edward J.",Assoc,,,,,,
Florida Atlantic Univ,"Register, Charles A.",C-Pr,JL,PHD,84,Okla St,1997,
Florida Atlantic Univ,"Hung, Chao-shun",Prof,D,PHD,82,Tx A&M,1982,
Florida Atlantic Univ,"Stronge, William B.",Prof,,PHD,71,Iowa St,1971,
Florida Atlantic Univ,"Bosshardt, William D.",Assoc,F,PHD,91,Purdue,1995,Director of Center for Economic Education
Florida Atlantic Univ,"Manage, Neela D.",Assoc,FE,PHD,81,Geo Wash,1981,
Florida Atlantic Univ,"Rhodd, Rupert",Assoc,FO,PHD,84,Fordham,1985,
Florida Atlantic Univ,"Scott, Gerald E.",Assoc,DF,PHD,87,Maryland,1993,
Florida Atlantic Univ,"Yuhn, Ky-hyang",Assoc,ECG,PHD,85,N Illinois,8-93,
Florida Atlantic Univ,"Bryant, Lara",Asst,HC,PHD,3,N Carol,2003,
Florida Atlantic Univ,"Chiang, Eric",Asst,,PHD,2,Florida,2003,
Florida Atlantic Univ,"Ghosh, Suman",Asst,,PHD,2,Cornell,2003,
Florida Atlantic Univ,"Van Tassel, Eric",Asst,,PHD,1,Ca-Rivers,2002,
Florida Atlantic Univ,"Vishwasrao, Sharmila",Asst,F,PHD,94,Purdue,1995,
Florida Institute of Tech,"Hollingsworth, A. Thomas",Dean,Mgt,PHD,69,Mich St,1990,
Florida Institute of Tech,"Pierce, Barbara G.",C-As,Atg,PHD,92,Indiana,,
Florida Institute of Tech,"Cahill, Gerard A.",Assoc,AG,PHD,73,NYU,1987,
Florida Institute of Tech,"Slotkin, M.",Asst,AFQ,PHD,95,N Carol,1996,
Florida Institute of Tech,"Vamosi, Alexander R.",Asst,AEC,PHD,95,N Carol,2001,
Florida International Univ,"Herriott, Arthur",Dean,Chem,PHD,67,Florida,1993,
Florida International Univ,"Boyd, John H. III",C-Ac,DC,PHD,86,Indiana,1998,
Florida International Univ,"Alonso, Irma T. de",Prof,OCFI,PHD,69,York-Eng,1981,
Florida International Univ,"Carvajal, Manuel J.",Prof,JITQ,PHD,74,Florida,1981,
Florida International Univ,"Jorge, Antonio",Prof,BPO,PHD,56,Villanova,,
Florida International Univ,"Liossatos, Panagis S.",Prof,CODR,PHD,68,Penn,1981,
Florida International Univ,"Salazar-Carrillo, Jorge",Prof,OFA,PHD,67,Berkeley,,"Director, Center of Economic Research & Education"
Florida International Univ,"Wilkins, Mira",Prof,NF,PHD,57,Cambridge,1974,
Florida International Univ,"Anbarci, Nejat M.",Assoc,DC,PHD,88,Iowa,1995,
Florida International Univ,"Bhat, Mahadev G.",Assoc,Q,PHD,91,Tennessee,1994,
Florida International Univ,"Karayaicin, Ali Cem",Assoc,EF,PHD,89,Columbia,1989,
Florida International Univ,"Lipner, Kenneth",Assoc,RJA,PHD,77,Rutgers,1981,
Florida International Univ,"Syropoulos, Constantinos",Assoc,FLO,PHD,89,Yale,1996,
Florida International Univ,"Willumsen, Maria Jose",Assoc,RO,PHD,84,Cornell,1984,
Florida International Univ,"Chisik, Richard",Asst,LDF,PHD,97,Nrthwstrn,2000,
Florida International Univ,"Thomakos, Dimitrios",Asst,CEO,PHD,98,Columbia,1998,
Florida International Univ,"Gummerson, A.",Lect,AEF,PHD,71,Wisconsin,1989,
Florida Southern College,"Brown, Carl C.",C-Pr,EFHL,PHD,79,Okla St,1980,William F. Chatlos Professorship in Business & Economics
Florida Southern College,"Buccino, Joan G.",Prof,A,PHD,90,S Fla,1980,Dorotha Tanner Chair in Ethics in Business & Economics
Florida Southern College,"Lebrenz, Eugene R.",Prof,J,EDD,,N Illinois,1987,
Florida Southern College,"Bias, Peter V.",Assoc,ER,PHD,89,Cincinnati,1988,
Florida State University,"Rasmussen, David W.",Dean,K,PHD,69,Wash U,1968,
Florida State University,"Cobbe, James H.",C-Pr,O,PHD,77,Yale,1976,
Florida State University,"Adamovich, Ljubisa S.",Prof,E,PHD,61,Belgrade,1967,
Florida State University,"Benson, Bruce L.",Prof,K,PHD,78,Tx A&M,1987,DeVoe Moore Distinguished Research Professor
Florida State University,"Fournier, Gary M.",Prof,LIK,PHD,81,Virginia,1980,
Florida State University,"Gwartney, James D.",Prof,A,PHD,69,U Wash,1968,
Florida State University,"Holcombe, Randall G.",Prof,H,PHD,76,Va Tech,1988,DeVoe Moore Professor
Florida State University,"Ihlanfeldt, Keith R.",Prof,HR,PHD,78,Wash U,2000,DeVoe Moore Eminent Scholar Chair
Florida State University,"Isaac, R. Mark",Prof,,PHD,81,Cal Tech,2001,Quinn Eminent Scholar Chair
Florida State University,"Koo, Anthony Y.",VProf,F,PHD,46,Harvard,,
Florida State University,"Macesich, George",Prof,E,PHD,58,Chicago,1959,
Florida State University,"Macpherson, David A.",Prof,J,PHD,87,Penn St,1992,"Research Director, Pepper Institute on Aging & Public Policy"
Florida State University,"Marquis, Milton H.",Prof,E,PHD,85,Indiana,1986,
Florida State University,"Norrbin, Stefan C.",Prof,F,PHD,86,Ariz St,1990,
Florida State University,"Schlagenhauf, Don E.",Prof,E,PHD,77,Illinois,1998,Brim Eminent Scholar Chair
Florida State University,"Schmertmann, Carl P.",Prof,C,PHD,88,Berkeley,1990,
Florida State University,"Serow, William J.",Prof,T,PHD,72,Duke,1981,"Director, Center for Study of Population"
Florida State University,"Beaumont, Paul M.",Assoc,C,PHD,84,Penn,1988,
Florida State University,"Mason, Patrick L.",Assoc,J,PHD,91,New Sch,1999,
Florida State University,"McCaleb, Thomas S.",Assoc,,PHD,75,N Carol,1980,Undergraduate Director
Florida State University,"Prasad, Kislaya",Assoc,D,PHD,88,Syracuse,1988,on leave
Florida State University,"Sass, Tim R.",Assoc,L,PHD,84,U Wash,1990,
Florida State University,"Zuehlke, Thomas W.",Assoc,C,PHD,83,Florida,1983,Graduate Director
Florida State University,"Bokhari, Farasat",Asst,,PHD,1,Car Mellon,2003,
Florida State University,"Burke, Mary A.",Asst,D,PHD,98,J Hopkins,1997,
Florida State University,"Garriga, Carlos",Asst,EGH,PHD,99,Barcelona,2001,
Florida State University,"Heiland, Frank",Asst,JT,PHD,2,SUNY,2003,
Florida State University,"Salmon, Tim",Asst,CDL,PHD,99,J Hopkins,2000,
Florida State University,"Young, Eric",Asst,E,PHD,1,Car Mellon,2001,
Florida State University,"Lee, Susan",,,PHD,0,Wisconsin,2000,
Florida State University,,,,,,,,on leave
Fordham University,"Salvatore, Dominick",C-Pr,,PHD,71,CUNY,1970,Director Phd Program
Fordham University,"Brent, Robert J.",Prof,,PHD,76,Manchest,1980,
Fordham University,"Cammarosano, Joseph R.",Prof,,PHD,56,Fordham,1955,
Fordham University,"Dowling, Edward T.",Prof,,PHD,73,Cornell,1973,
Fordham University,"Vinod, Hrishinesh D.",Prof,,PHD,65,Harvard,1982,
Fordham University,"Basu, Parantap",Assoc,,PHD,85,Ca-SnBarb,1988,
Fordham University,"Diulio, Eugene A.",Assoc,,PHD,66,Columbia,1963,"Assistant Chair, Undergraduate Education"
Fordham University,"Leighton, Linda S.",Assoc,,PHD,78,Columbia,1979,
Fordham University,"James, Duncan",Asst,,PHD,98,Arizona,1999,
Fordham University,"McLeod, Darryl L.",Asst,,PHD,82,Berkeley,1984,
Fordham University,"Reagle, Derrick",Asst,,PHD,98,Vanderbilt,1998,
Fordham University,"Schwalbenberg, Henry M.",Asst,,PHD,88,Columbia,1988,
Fordham University,"Winczewski, Greg A.",Asst,,PHD,92,Fordham,1995,
Fort Hays State University,"Gould, Lawrence V.",Dean$,,PHD,79,Purdue,1981,
Fort Hays State University,"Parker, Carl D.",C-Pr,DIJM,PHD,71,Okla St,1976,
Fort Hays State University,"Gamble, Ralph C. Jr.",Prof,AEG,PHD,89,Okla St,1984,
Fort Hays State University,"Rickman, Bill D.",Prof,DEJ,PHD,82,Okla St,1972,
Fort Hays State University,"Toulaboe, Dosse",Asst,DEFL,PHD,98,Okla St,2000,
Fort Lewis College,"Cave, John E. Jr.",Dean,BusA,PHD,75,Minnesota,1990,
Fort Lewis College,"Clay, James P.",Prof,,PHD,74,Kansas St,1982,
Fort Lewis College,"Lynch, Vernon E. Jr.",Prof,,PHD,76,Arizona,1972,
Fort Lewis College,"Lehman, Dale E.",Assoc,,PHD,81,Rochester,1983,
Fort Lewis College,"Owings, Stephanie",Asst,,PHD,98,GeoMason,2000,
Fort Lewis College,"Walker, Deborah L.",Asst,,PHD,87,GeoMason,2002,
Fort Valley State University,"Jenkins, Wilsie",Dean,,PHD,,,,
Fort Valley State University,"Givens, Norma N.",C-Pr,Mgt,EDD,77,Georgia,8-79,
Fort Valley State University,"Yasin, Jehad",Assoc,ETAC,PHD,87,Fla St,9-88,
Framingham State College,"Wallace, Robert B.",C-Pr,,PHD,72,Nrthwstrn,1978,
Framingham State College,"Doyle-Burke, Christine",Prof,,MA,78,Boston C,1974,
Framingham State College,"Dunne, Maureen E.",Prof,,MBA,76,Detroit,1983,
Framingham State College,"Krier, Donald F.",Prof,,PHD,69,Boston C,1973,
Framingham State College,"MacRitchie, Donald R.",Prof,,MA,85,Boston C,1987,
Framingham State College,"Meaney, Martha M.",Prof,,MA,78,Boston C,1977,
Framingham State College,"White, Charles E.",Prof,,PHD,81,Chicago,9-85,
Framingham State College,"Devine, Robert",Asst,,MA,69,Northeas,1970,
Framingham State College,"Fenollosa, Michael K.",Asst,,PHD,94,Boston C,2003,
Francis Marion University,"O'Brien, M. Barry",Dean,,PHD,86,S Carol,8-88,
Francis Marion University,"Kyer, Ben L.",C-Pr,,PHD,84,W Virginia,,"The Benjamin Wall Ingram, III Professor of Economics"
Francis Marion University,"Pompe, Jeffrey",Prof,,PHD,90,Fla St,,
Francis Marion University,"Franck, David P.",Asst,,PHD,98,Georgia,,
Francis Marion University,"Von Frank, Damian",VAsst,,MS,,Fla St,,
Franklin University,"Newton, James E.",C-Pr,,PHD,97,Ohio St,,Assistant Dean
Franklin and Marshall Coll,"Callari, Antonio",C-Pr,,PHD,81,Mass,1979,The Sigmund M. and Mary B. Hyman Professor of Economics
Franklin and Marshall Coll,"Flaherty, Sean",Prof,J,PHD,81,Berkeley,1980,
Franklin and Marshall Coll,"Hewitson, Gillian",Assoc,,PHD,,LaTrobe,2002,
Franklin and Marshall Coll,"Zein-Elabdin, Eiman",Assoc,,PHD,93,Tennessee,1995,
Franklin and Marshall Coll,"A'Hearn, Brian",Asst,,PHD,94,Berkeley,1999,
Franklin and Marshall Coll,"Brennan, David",Asst,,PHD,0,Notre Dm,1998,
Franklin and Marshall Coll,"Ohl, Nicole",Asst,,PHD,1,Duisburg,2002,
Franklin and Marshall Coll,"Perry, Neil",Inst,,ABD,,LaTrobe,2002,
Freed Hardeman University,"Edmonds, James Q.",Dean,,JD,80,Tennessee,8-83,
Freed Hardeman University,"Perkins, Garey B.",Assoc,DEQ,PHD,71,Tennessee,8-98,
Freed Hardeman University,"Brooks, Rickey A.",Asst,DEF,DA,2,Mid Tenn,8-92,
Frostburg State University,"Arnold, Daniel R.",Dean,Mktg,DBA,76,La Tech,7-03,
Frostburg State University,"Kiriazis, David M.",C-As,,PHD,97,Wayne St,1997,
Frostburg State University,"Dalton, Margaret M.",Prof,,PHD,86,W Virginia,1981,
Frostburg State University,"Mizak, Daniel A.",Prof,,PHD,84,Pittsburgh,1977,
Frostburg State University,"Neral, John A.",Assoc,,PHD,89,Pittsburgh,1986,
Frostburg State University,"Stair, Anthony G.",Assoc,,PHD,93,W Virginia,1984,
Frostburg State University,"Anderson, B.",Asst,,PHD,99,Auburn,2001,
Frostburg State University,"Rossi, Armond A.",Asst,,PHD,93,W Virginia,1988,
Furman University,"Patterson, Cheryl C.",C-Ac,Mgt,PHD,87,Clemson,9-86,
Furman University,"Brown, Bruce L.",Prof,,PHD,84,S Carol,1984,
Furman University,"Horney, Mary Jean",Prof,,PHD,77,Duke,1979,Frederick W. Symmes Professor of Economics
Furman University,"Roe, R. David",Prof,,PHD,78,Duke,1977,
Furman University,"Stanford, Richard A.",Prof,,PHD,71,Georgia,1968,David C Garrett Jr. Professor of Economics
Furman University,"Khandke, Kailash",Assoc,,PHD,93,Ca-Davis,1995,
Furman University,"Peterson, Kenneth D.",Assoc,,PHD,91,SUNY-SBr,1990,
Furman University,"Yankow, Jeffrey J.",Asst,,PHD,99,Ohio St,1999,
Gallaudet University,"Allen, Thomas E.",Dean,EdPs,PHD,78,Minnesota,,
Gallaudet University,"Chaikind, Stephen B.",C-Pr,,PHD,78,CUNY,1989,
Gallaudet University,"Cook, Laura",Fell,,MA,1,,,
Gannon University,"Doan, William",Dean,FArt,PHD,99,Case Wes,,
Gannon University,"Prokop, Duane R.",C,Mktg,MBA,78,Youngstwn,1-81,
Gannon University,"Aburachis, Abdelrahman T.",Prof,G,PHD,72,Pittsburgh,,
Gannon University,"Brooker, Robert F.",Assoc,C,PHD,85,N Car St,1982,
Gannon University,"Mahan, Gary P.",Assoc,,PHD,78,N Car St,1977,
Gannon University,"Bennett, Charles A.",Asst,A,MA,68,Fordham,1968,
Gardner-Webb University,"Negbenebor, Anthony I.",Dean,,PHD,88,Miss St,1989,
Gardner-Webb University,"Bottoms, I. Glenn",Prof,,PHD,81,Geo St,1983,
Gardner-Webb University,"Wansi, Theresia",Asst,,PHD,0,New Sch,2003,
Geneva College,"Nutter, J. Randall",C-Pr,Mgt,DBA,91,Nova SE,1992,
Geneva College,"Fong, Tat P.",Asst,F,PHD,91,Pittsburgh,1996,
George Fox University,"Head, Tom",C-Pr,,MA,80,Berkeley,,
George Fox University,"Dykema, Eugene R.",Prof,,PHD,83,Notre Dm,,
George Fox University,"Worden, Debra",Assoc,,PHD,84,Purdue,,
George Mason University,"Bondreaux, Donald",C-Pr,,PHD,86,Auburn,,
George Mason University,"Bennett, James T.",Prof,,PHD,70,Case Wes,1975,William P. Snavely Professor of Economics
George Mason University,"Buchanan, James M.",Emer,,PHD,48,Chicago,1983,University Professor of Economics Emeritus
George Mason University,"Congleton, Roger D.",Prof,,PHD,78,Va Tech,1988,
George Mason University,"Cowen, Tyler",Prof,,PHD,87,Harvard,1989,Holbert L. Harris Professor of Economics
George Mason University,"Crain, W. Mark",Prof,,PHD,76,Tx A&M,,
George Mason University,"Heiner, Ronald A.",Prof,,PHD,75,UCLA,1989,
George Mason University,"Iannaccone, Laurence R.",Prof,,PHD,84,Chicago,2002,
George Mason University,"McCabe, Kevin A.",Prof,,PHD,82,Penn,2001,Professor of Economics and Law
George Mason University,"Robers, Russell",Prof,,PHD,81,Chicago,2003,
George Mason University,"Rowley, Charles K.",Prof,,PHD,64,Nottingh,1984,
George Mason University,"Smith, Vernon L.",Prof,,PHD,55,Harvard,2001,Professor of Economics and Law
George Mason University,"Vaughn, Karen I.",Prof,,PHD,71,Duke,1978,
George Mason University,"Wagner, Richard E.",Prof,,PHD,66,Virginia,1988,Holbert I. Harris Professor of Economics
George Mason University,"Williams, Walter E.",Prof,,PHD,72,UCLA,1981,John M. Olin Distinguished Professor of Economics
George Mason University,"Houser, Daniel",Assoc,,PHD,98,Minnesota,2001,
George Mason University,"Levy, David M.",Assoc,,PHD,79,Chicago,1983,
George Mason University,"Meyer, Carrie A.",Assoc,,PHD,88,Illinois,1988,
George Mason University,"Reid, Joseph D.",Assoc,,PHD,74,Chicago,1983,
George Mason University,"Tabarrok, Alexander",Assoc,,PHD,94,GeoMason,2002,
George Mason University,"Thorbecke, Willem",Assoc,,PHD,88,Berkeley,,
George Mason University,"Wiest, Philip Ray",Assoc,,PHD,76,Pittsburgh,1972,
George Mason University,"Wilson, Bart J.",Assoc,,PHD,97,Arizona,2001,
George Mason University,"Caplan, Bryan",Asst,,PHD,97,Princeton,1997,
George Mason University,"Hanson, Robin",Asst,,PHD,99,Harvard,1999,
George Mason University,"Menes, Rebecca",Asst,,PHD,97,Harvard,1999,
George Mason University,"Ramirez, Carlos D.",Asst,,PHD,93,Harvard,1996,
George Washington Univ,"Lefton, Lester A.",Dean,,PHD,,,,
George Washington Univ,"Watson, Harry S.",C-Pr,H,PHD,81,Indiana,1980,
George Washington Univ,"Boulier, Bryan L.",Prof,JT,PHD,74,Princeton,1981,
George Washington Univ,"Bradley, Michael D.",Prof,E,PHD,82,N Carol,1987,
George Washington Univ,"Brock, Gerald W.",Prof,L,PHD,73,Harvard,1990,
George Washington Univ,"Cordes, Joseph J.",Prof,H,PHD,77,Wisconsin,1975,
George Washington Univ,"Dunn, Robert M. Jr.",Prof,F,PHD,67,Stanford,1978,
George Washington Univ,"Goldfarb, Robert S.",Prof,BJ,PHD,68,Yale,1980,
George Washington Univ,"Kaminsky, Graciela",Prof,F,PHD,83,MIT,1998,
George Washington Univ,"Kwoka, John E. Jr.",Prof,L,PHD,72,Penn,1981,
George Washington Univ,"Labadie, Pamela A.",Prof,E,PHD,84,Chicago,1996,
George Washington Univ,"Millar, James R.",Prof,P,PHD,65,Cornell,1989,
George Washington Univ,"Parsons, Donald O.",Prof,J,PHD,70,Chicago,1997,
George Washington Univ,"Pelzman, Joseph",Prof,F,PHD,76,Boston C,1980,
George Washington Univ,"Trost, Robert P.",Prof,C,PHD,77,Florida,1981,
George Washington Univ,"Yezer, Anthony M.",Prof,R,PHD,74,MIT,1972,
George Washington Univ,"Joshi, Sumit",Assoc,CD,PHD,91,Indiana,1992,
George Washington Univ,"Joutz, Frederick L.",Assoc,EC,PHD,87,U Wash,1988,
George Washington Univ,"Malik, Arun",Assoc,Q,PHD,84,J Hopkins,1992,
George Washington Univ,"Moore, Michael Owen",Assoc,F,PHD,88,Wisconsin,1988,
George Washington Univ,"Phillips, Robert F.",Assoc,C,PHD,85,Columbia,1985,
George Washington Univ,"Ribar, David",Assoc,J,PHD,93,Brown,1996,
George Washington Univ,"Smith, Stephen C.",Assoc,O,PHD,83,Cornell,1983,
George Washington Univ,"Snyder, Christopher",Assoc,L,PHD,94,MIT,1994,
George Washington Univ,"Suranovic, Steven M.",Assoc,F,PHD,87,Cornell,1988,
George Washington Univ,"Vonortas, Nicholas S.",Assoc,OL,PHD,89,NYU,,
George Washington Univ,"Fon, Vincy",Asst,CD,PHD,81,Kansas,1979,
George Washington Univ,"Soares, Jorge",Asst,E,PHD,96,Rochester,1998,
George Washington Univ,"Bailey, Mary Ann",Adj,I,PHD,74,MIT,1983,
George Washington Univ,"Solomon, Elinor H.",Adj,E,PHD,48,Harvard,1982,
Georgetown University,"Cuddington, John T.",C-Pr,FO,PHD,78,Wisconsin,1986,
Georgetown University,"Albrecht, James W.",Prof,DJ,PHD,76,Berkeley,1992,
Georgetown University,"Anderlini, Luca",Prof,D,PHD,97,Cambridge,2001,
Georgetown University,"Canzoneri, Matthew B.",Prof,EFG,PHD,75,Minnesota,1985,
Georgetown University,"Cumby, Robert",Prof,FG,PHD,82,MIT,1994,
Georgetown University,"Evans, Martin D. D.",Prof,EFG,PHD,87,Princeton,1996,
Georgetown University,"Gale, Ian L.",Prof,L,PHD,86,Princeton,1995,
Georgetown University,"McNelis, Paul D.",Prof,EFG,PHD,74,J Hopkins,1977,
Georgetown University,"Rogers, Carol Ann",Prof,EH,PHD,83,Princeton,1984,
Georgetown University,"Schwartz, Marius",Prof,DL,PHD,82,UCLA,1982,
Georgetown University,"Viksnins, George J.",Prof,GP,PHD,64,Geotown,1968,
Georgetown University,"Vroman, Susan",Prof,DJ,PHD,77,J Hopkins,1978,
Georgetown University,"Brown, Douglas M.",Assoc,DIR,PHD,69,W Virginia,1972,
Georgetown University,"Collins, Susan M.",Assoc,FO,PHD,84,MIT,1992,
Georgetown University,"Diba, Behzad T.",Assoc,EFG,PHD,84,Brown,1988,
Georgetown University,"Lagunoff, Roger D.",Assoc,DLH,PHD,89,Minnesota,1996,
Georgetown University,"Lennson, Arik M.",Assoc,HQ,PHD,93,Columbia,2000,
Georgetown University,"Oweiss, Ibrahim M.",Assoc,OF,PHD,69,Minnesota,1967,
Georgetown University,"Chaudhuri, Adhrp",Asst,IFB,PHD,79,Columbia,1979,
Georgetown University,"Cross, Philip J.",Asst,HD,PHD,1,Wisconsin,2001,
Georgetown University,"Huggett, Mark",Asst,O,PHD,91,Minnesota,1999,
Georgetown University,"Kaneda, Mitch",Asst,F,PHD,94,Penn,1994,
Georgetown University,"Ludema, Rodney",Asst,F,PHD,90,Columbia,1995,
Georgetown University,"Olley, G. Steven",Asst,L,PHD,92,Wisconsin,1997,
Georgetown University,"Westbrook, M. Daniel",Asst,D,PHD,78,Ohio St,1978,
Georgetown University,"Yousef, Tarek M.",Asst,OB,PHD,97,Harvard,1999,
University of Georgia,"Benson, P. George",Dean,Stat,PHD,77,Florida,1998,
University of Georgia,"Lastrapes, William D.",H-Pr,CEF,PHD,86,N Carol,1990,
University of Georgia,"Atkinson, Scott E.",Prof,CQK,PHD,72,Colorado,1985,
